order_id,date,category,product,region,quantity,unit_price,revenue
107206,2024-05-07,Office Supplies,Ergonomic Chair,East,1,6474.33,6163.56
107207,2024-05-07,Home & Kitchen,Vacuum Cleaner,East,1,5860.76,5180.91
107208,2024-05-07,Office Supplies,Notebook Set,North,2,285.74,552.05
107209,2024-05-07,Office Supplies,Desk Lamp,East,1,1087.83,943.14
107210,2024-05-07,Apparel,Running Shoes,West,1,3166.48,3932.76
107211,2024-05-07,Home & Kitchen,Vacuum Cleaner,South,1,6313.76,8207.89
107212,2024-05-07,Apparel,Denim Jacket,West,2,2092.68,4620.64
107213,2024-05-07,Home & Kitchen,Non-Stick Pan Set,South,1,1751.24,2189.05
107214,2024-05-08,Beauty & Personal Care,Electric Trimmer,South,1,940.07,1222.09
107215,2024-05-08,Apparel,Formal Shirt,South,1,939.09,1103.43
107216,2024-05-08,Beauty & Personal Care,Sunscreen SPF50,West,2,458.39,1180.81
107217,2024-05-08,Electronics,Bluetooth Speaker,West,2,1512.58,3618.1
107218,2024-05-08,Beauty & Personal Care,Perfume,East,1,2649.32,2387.04
107219,2024-05-08,Electronics,Smartwatch,North,1,3437.93,4403.99
107220,2024-05-08,Beauty & Personal Care,Sunscreen SPF50,West,1,463.21,596.62
107221,2024-05-08,Apparel,Running Shoes,West,1,2925.03,3632.89
107222,2024-05-08,Apparel,Formal Shirt,South,2,931.12,2188.12
107223,2024-05-08,Electronics,Bluetooth Speaker,West,1,1482.52,1773.09
107224,2024-05-08,Electronics,Bluetooth Speaker,South,1,1451.54,1887.0
107225,2024-05-08,Electronics,Wireless Earbuds,South,1,2028.03,2991.34
107226,2024-05-08,Home & Kitchen,Coffee Maker,South,1,2595.45,3438.97
107227,2024-05-08,Apparel,Cotton T-Shirt,West,1,581.42,682.01
107228,2024-05-08,Apparel,Formal Shirt,South,1,890.71,1046.58
107229,2024-05-08,Office Supplies,Desk Lamp,South,1,1097.88,1399.8
107230,2024-05-08,Beauty & Personal Care,Perfume,West,1,2486.91,3031.54
107231,2024-05-08,Electronics,Power Bank,West,1,842.95,930.61
107232,2024-05-08,Electronics,Bluetooth Speaker,South,1,1525.83,1983.58
107233,2024-05-08,Electronics,Bluetooth Speaker,South,2,1562.96,4063.7
107234,2024-05-08,Office Supplies,Ergonomic Chair,Central,2,6945.56,10890.63
107235,2024-05-08,Apparel,Running Shoes,South,1,3142.36,4242.19
107236,2024-05-08,Home & Kitchen,Vacuum Cleaner,South,1,6194.57,8052.95
107237,2024-05-08,Home & Kitchen,Air Fryer,Central,1,3780.36,3069.65
107238,2024-05-08,Electronics,Power Bank,West,1,953.6,1052.78
107239,2024-05-08,Home & Kitchen,Vacuum Cleaner,South,1,5912.49,7686.24
107240,2024-05-08,Apparel,Running Shoes,South,1,2801.04,3781.4
107241,2024-05-08,Office Supplies,Ergonomic Chair,North,2,6528.89,15355.95
107242,2024-05-08,Beauty & Personal Care,Hair Dryer,North,1,1561.04,1639.09
107243,2024-05-08,Beauty & Personal Care,Electric Trimmer,North,1,1029.8,1124.54
107244,2024-05-08,Apparel,Cotton T-Shirt,North,1,573.05,613.74
107245,2024-05-08,Apparel,Cotton T-Shirt,South,3,607.68,2324.39
107246,2024-05-08,Apparel,Denim Jacket,Central,1,2232.04,1499.93
107247,2024-05-08,Office Supplies,Desk Lamp,North,1,1130.63,1210.91
107248,2024-05-08,Apparel,Formal Shirt,West,1,957.94,1035.53
107249,2024-05-08,Apparel,Formal Shirt,South,1,900.9,1058.56
107250,2024-05-08,Electronics,Wireless Earbuds,West,1,2131.25,2892.1
107251,2024-05-08,Beauty & Personal Care,Sunscreen SPF50,Central,1,446.24,349.85
107252,2024-05-08,Apparel,Formal Shirt,Central,2,861.04,1133.13
107253,2024-05-08,Home & Kitchen,Blender,West,1,1716.52,1934.52
107254,2024-05-08,Beauty & Personal Care,Sunscreen SPF50,Central,1,443.41,347.63
107255,2024-05-08,Apparel,Formal Shirt,West,1,844.56,912.97
107256,2024-05-08,Apparel,Formal Shirt,South,3,849.67,2995.09
107257,2024-05-08,Electronics,Smartwatch,South,2,3309.89,10095.17
107258,2024-05-08,Electronics,Power Bank,East,1,942.81,769.33
107259,2024-05-08,Beauty & Personal Care,Electric Trimmer,East,1,1001.57,885.39
107260,2024-05-08,Electronics,Laptop Stand,West,1,735.1,912.99
107261,2024-05-08,Electronics,Bluetooth Speaker,North,1,1476.04,1611.84
107262,2024-05-08,Beauty & Personal Care,Hair Dryer,South,2,1618.54,4046.35
107263,2024-05-08,Beauty & Personal Care,Face Serum,South,1,758.98,1138.47
107264,2024-05-08,Beauty & Personal Care,Sunscreen SPF50,South,1,445.42,623.58
107265,2024-05-08,Electronics,Laptop Stand,North,3,740.45,2519.01
107266,2024-05-08,Home & Kitchen,Blender,South,3,1479.46,5437.0
107267,2024-05-08,Office Supplies,Wireless Mouse,North,1,802.62,876.46
107268,2024-05-09,Home & Kitchen,Air Fryer,North,2,4264.67,10388.74
107269,2024-05-09,Apparel,Cotton T-Shirt,South,1,603.97,770.06
107270,2024-05-09,Electronics,Bluetooth Speaker,East,2,1465.18,2590.43
107271,2024-05-09,Beauty & Personal Care,Hair Dryer,West,2,1724.22,3965.7
107272,2024-05-09,Electronics,Smartwatch,West,2,3265.47,9162.9
107273,2024-05-09,Apparel,Cotton T-Shirt,West,1,584.37,685.47
107274,2024-05-09,Home & Kitchen,Blender,East,1,1670.43,1391.47
107275,2024-05-09,Electronics,Smartwatch,West,1,3659.69,5134.54
107276,2024-05-09,Home & Kitchen,Air Fryer,North,1,3870.46,4714.22
107277,2024-05-09,Electronics,Power Bank,West,1,962.25,1062.32
107278,2024-05-09,Apparel,Running Shoes,Central,1,3159.24,2388.38
107279,2024-05-09,Home & Kitchen,Air Fryer,East,2,3711.17,7318.43
107280,2024-05-09,Apparel,Formal Shirt,West,1,830.24,897.49
107281,2024-05-09,Electronics,Wireless Earbuds,East,3,2149.36,6467.44
107282,2024-05-09,Beauty & Personal Care,Face Serum,West,1,764.3,1054.74
107283,2024-05-09,Apparel,Formal Shirt,North,2,886.36,1749.67
107284,2024-05-09,Electronics,Smartwatch,North,3,3751.16,14415.7
107285,2024-05-09,Apparel,Formal Shirt,West,1,889.95,962.04
107286,2024-05-09,Office Supplies,Notebook Set,South,1,307.38,353.48
107287,2024-05-09,Beauty & Personal Care,Face Serum,North,1,840.61,1059.17
107288,2024-05-09,Electronics,Laptop Stand,North,1,738.55,837.51
107289,2024-05-09,Home & Kitchen,Coffee Maker,East,1,2680.52,2415.15
107290,2024-05-09,Office Supplies,Ergonomic Chair,South,1,7059.07,9882.69
107291,2024-05-09,Electronics,Power Bank,East,1,930.23,759.07
107292,2024-05-09,Home & Kitchen,Air Fryer,North,1,3967.14,4831.98
107293,2024-05-09,Home & Kitchen,Non-Stick Pan Set,Central,1,1679.37,1175.56
107294,2024-05-09,Apparel,Hoodie,West,1,1372.92,1736.75
107295,2024-05-09,Apparel,Denim Jacket,North,1,2196.34,2213.91
107296,2024-05-09,Apparel,Cotton T-Shirt,East,1,599.59,519.85
107297,2024-05-09,Apparel,Denim Jacket,West,1,2169.55,2395.18
107298,2024-05-09,Electronics,Laptop Stand,South,1,832.78,1124.26
107299,2024-05-09,Electronics,Wireless Earbuds,West,1,1889.74,2564.38
107300,2024-05-09,Home & Kitchen,Non-Stick Pan Set,North,1,1817.95,1908.84
107301,2024-05-09,Home & Kitchen,Non-Stick Pan Set,South,1,1761.94,2202.42
107302,2024-05-09,Electronics,Wireless Earbuds,East,1,2128.83,2135.22
107303,2024-05-09,Beauty & Personal Care,Hair Dryer,North,1,1698.19,1783.1
107304,2024-05-09,Home & Kitchen,Vacuum Cleaner,West,1,5523.75,6606.41
107305,2024-05-09,Electronics,Bluetooth Speaker,North,1,1414.42,1544.55
107306,2024-05-09,Apparel,Hoodie,North,1,1392.6,1608.46
107307,2024-05-09,Electronics,Bluetooth Speaker,South,1,1423.96,1851.14
107308,2024-05-09,Electronics,Power Bank,Central,1,903.28,607.0
107309,2024-05-09,Office Supplies,Ergonomic Chair,East,1,6967.93,6633.47
107310,2024-05-09,Home & Kitchen,Air Fryer,West,1,3780.95,5043.79
107311,2024-05-09,Home & Kitchen,Coffee Maker,North,3,2497.32,8338.55
107312,2024-05-09,Electronics,Power Bank,West,1,896.2,989.4
107313,2024-05-09,Beauty & Personal Care,Sunscreen SPF50,South,1,458.41,641.77
107314,2024-05-09,Beauty & Personal Care,Hair Dryer,Central,1,1679.91,1175.94
107315,2024-05-09,Apparel,Formal Shirt,South,2,950.8,2234.38
107316,2024-05-09,Beauty & Personal Care,Hair Dryer,North,2,1722.38,3616.99
107317,2024-05-09,Electronics,Wireless Earbuds,South,1,1863.45,2748.58
107318,2024-05-09,Apparel,Cotton T-Shirt,South,1,601.39,766.77
107319,2024-05-09,Home & Kitchen,Vacuum Cleaner,South,1,6250.09,8125.11
107320,2024-05-09,Apparel,Formal Shirt,North,2,906.29,1789.01
107321,2024-05-09,Home & Kitchen,Vacuum Cleaner,North,1,5939.43,6485.85
107322,2024-05-09,Office Supplies,Notebook Set,North,1,298.59,288.44
107323,2024-05-09,Beauty & Personal Care,Sunscreen SPF50,West,1,416.71,536.72
107324,2024-05-09,Electronics,Bluetooth Speaker,North,1,1576.07,1721.07
107325,2024-05-09,Home & Kitchen,Non-Stick Pan Set,Central,1,1731.33,1211.93
107326,2024-05-10,Office Supplies,Wireless Mouse,East,1,778.32,688.04
107327,2024-05-10,Home & Kitchen,Blender,South,2,1579.68,3870.21
107328,2024-05-10,Electronics,Smartwatch,East,1,3517.33,3647.47
107329,2024-05-10,Apparel,Hoodie,South,1,1338.42,1840.33
107330,2024-05-10,Apparel,Hoodie,South,1,1241.67,1707.29
107331,2024-05-10,Office Supplies,Ergonomic Chair,North,1,7557.04,8887.08
107332,2024-05-10,Home & Kitchen,Vacuum Cleaner,North,1,6466.94,7061.9
107333,2024-05-10,Office Supplies,Wireless Mouse,South,2,840.75,2185.96
107334,2024-05-10,Home & Kitchen,Non-Stick Pan Set,North,3,1903.82,5997.04
107335,2024-05-10,Apparel,Formal Shirt,South,2,837.31,1967.68
107336,2024-05-10,Home & Kitchen,Coffee Maker,South,1,2399.59,3179.46
107337,2024-05-10,Office Supplies,Notebook Set,West,2,299.46,633.65
107338,2024-05-10,Apparel,Hoodie,West,2,1245.5,3151.12
107339,2024-05-10,Office Supplies,Notebook Set,Central,1,321.81,207.25
107340,2024-05-10,Office Supplies,Ergonomic Chair,North,1,7316.67,8604.4
107341,2024-05-10,Electronics,Wireless Earbuds,East,1,1981.6,1987.54
107342,2024-05-10,Electronics,Power Bank,West,1,916.57,1011.89
107343,2024-05-10,Apparel,Denim Jacket,Central,3,2355.58,4748.86
107344,2024-05-10,Apparel,Hoodie,South,1,1203.21,1654.41
107345,2024-05-10,Electronics,Wireless Earbuds,South,1,2024.86,2986.66
107346,2024-05-10,Office Supplies,Desk Organizer,North,1,585.39,590.07
107347,2024-05-10,Office Supplies,Desk Organizer,South,1,620.46,744.55
107348,2024-05-10,Home & Kitchen,Vacuum Cleaner,North,1,5563.64,6075.49
107349,2024-05-10,Beauty & Personal Care,Electric Trimmer,South,1,1013.31,1317.3
107350,2024-05-10,Apparel,Running Shoes,Central,1,3203.6,2421.92
107351,2024-05-10,Home & Kitchen,Coffee Maker,East,1,2464.33,2220.36
107352,2024-05-10,Electronics,Wireless Earbuds,West,2,1872.69,5082.49
107353,2024-05-10,Electronics,Smartwatch,North,1,3353.34,4295.63
107354,2024-05-10,Beauty & Personal Care,Face Serum,West,2,740.81,2044.63
107355,2024-05-10,Office Supplies,Ergonomic Chair,Central,1,6757.71,5298.04
107356,2024-05-10,Apparel,Formal Shirt,Central,1,941.97,619.81
107357,2024-05-10,Apparel,Denim Jacket,South,1,2332.66,2799.19
107358,2024-05-10,Home & Kitchen,Non-Stick Pan Set,Central,1,1902.48,1331.74
107359,2024-05-10,Electronics,Smartwatch,West,1,3286.37,4610.78
107360,2024-05-10,Electronics,Wireless Earbuds,East,1,1925.81,1931.58
107361,2024-05-10,Apparel,Denim Jacket,Central,1,2249.87,1511.91
107362,2024-05-10,Office Supplies,Wireless Mouse,Central,1,821.07,597.74
107363,2024-05-10,Beauty & Personal Care,Electric Trimmer,North,1,1017.26,1110.85
107364,2024-05-10,Electronics,Smartwatch,West,1,3450.57,4841.15
107365,2024-05-10,Electronics,Bluetooth Speaker,North,1,1386.15,1513.68
107366,2024-05-10,Home & Kitchen,Non-Stick Pan Set,Central,2,1716.0,2402.4
107367,2024-05-10,Electronics,Wireless Earbuds,South,1,2074.09,3059.29
107368,2024-05-10,Apparel,Denim Jacket,West,2,2166.94,4784.61
107369,2024-05-10,Apparel,Cotton T-Shirt,South,1,565.6,721.14
107370,2024-05-10,Home & Kitchen,Air Fryer,North,1,4143.92,5047.3
107371,2024-05-10,Home & Kitchen,Coffee Maker,Central,1,2678.18,1987.21
107372,2024-05-10,Electronics,Power Bank,North,1,849.68,856.48
107373,2024-05-10,Apparel,Denim Jacket,North,1,2116.82,2133.75
107374,2024-05-10,Apparel,Running Shoes,North,1,3109.05,3525.67
107375,2024-05-10,Beauty & Personal Care,Electric Trimmer,South,1,957.52,1244.78
107376,2024-05-10,Home & Kitchen,Coffee Maker,West,1,2570.51,3133.45
107377,2024-05-10,Home & Kitchen,Blender,West,1,1663.05,1874.26
107378,2024-05-10,Electronics,Wireless Earbuds,South,1,1987.78,2931.97
107379,2024-05-11,Apparel,Denim Jacket,East,1,2102.64,1715.76
107380,2024-05-11,Electronics,Bluetooth Speaker,North,1,1446.3,1579.36
107381,2024-05-11,Apparel,Hoodie,Central,2,1216.98,1874.15
107382,2024-05-11,Apparel,Hoodie,West,1,1239.74,1568.27
107383,2024-05-11,Home & Kitchen,Air Fryer,South,2,3700.31,10730.91
107384,2024-05-11,Office Supplies,Notebook Set,North,1,300.08,289.88
107385,2024-05-11,Office Supplies,Desk Organizer,East,1,570.84,465.8
107386,2024-05-11,Office Supplies,Desk Organizer,East,1,560.79,457.6
107387,2024-05-11,Office Supplies,Wireless Mouse,East,2,826.18,1460.69
107388,2024-05-11,Home & Kitchen,Vacuum Cleaner,West,1,6199.84,7415.01
107389,2024-05-11,Apparel,Hoodie,West,2,1230.55,3113.29
107390,2024-05-11,Electronics,Power Bank,West,2,927.85,2048.69
107391,2024-05-11,Beauty & Personal Care,Face Serum,East,1,859.13,876.31
107392,2024-05-11,Electronics,Bluetooth Speaker,South,1,1524.32,1981.62
107393,2024-05-11,Electronics,Bluetooth Speaker,South,1,1472.61,1914.4
107394,2024-05-11,Electronics,Smartwatch,East,1,3491.01,3620.18
107395,2024-05-11,Electronics,Laptop Stand,West,1,785.58,975.69
107396,2024-05-11,Apparel,Cotton T-Shirt,West,1,614.68,721.02
107397,2024-05-11,Home & Kitchen,Blender,West,2,1607.43,3623.16
107398,2024-05-11,Home & Kitchen,Blender,East,2,1615.9,2692.1
107399,2024-05-11,Office Supplies,Wireless Mouse,North,1,779.38,851.08
107400,2024-05-11,Apparel,Formal Shirt,East,1,849.81,679.0
107401,2024-05-11,Electronics,Laptop Stand,East,1,749.29,687.85
107402,2024-05-11,Beauty & Personal Care,Perfume,North,1,2450.54,2727.46
107403,2024-05-11,Apparel,Hoodie,West,1,1212.56,1533.89
107404,2024-05-11,Beauty & Personal Care,Perfume,East,1,2662.76,2399.15
107405,2024-05-11,Beauty & Personal Care,Face Serum,North,1,758.13,955.24
107406,2024-05-11,Home & Kitchen,Air Fryer,East,1,3734.38,3682.1
107407,2024-05-11,Home & Kitchen,Coffee Maker,West,1,2506.71,3055.69
107408,2024-05-11,Beauty & Personal Care,Electric Trimmer,East,2,924.87,1635.17
107409,2024-05-11,Electronics,Power Bank,South,1,858.22,1029.87
107410,2024-05-11,Electronics,Power Bank,South,2,863.1,2071.43
107411,2024-05-11,Apparel,Hoodie,North,1,1338.26,1545.7
107412,2024-05-11,Electronics,Wireless Earbuds,West,1,2028.41,2752.56
107413,2024-05-11,Office Supplies,Wireless Mouse,North,2,743.51,1623.83
107414,2024-05-11,Home & Kitchen,Vacuum Cleaner,South,2,6088.45,15829.96
107415,2024-05-11,Office Supplies,Desk Lamp,North,1,1044.25,1118.39
107416,2024-05-11,Electronics,Wireless Earbuds,West,1,2071.6,2811.16
107417,2024-05-11,Beauty & Personal Care,Sunscreen SPF50,South,1,468.47,655.85
107418,2024-05-11,Apparel,Running Shoes,South,1,3132.83,4229.32
107419,2024-05-11,Electronics,Smartwatch,East,1,3774.22,3913.87
107420,2024-05-11,Home & Kitchen,Coffee Maker,West,1,2455.53,2993.29
107421,2024-05-11,Home & Kitchen,Vacuum Cleaner,North,1,5630.86,6148.9
107422,2024-05-11,Beauty & Personal Care,Perfume,North,1,2641.98,2940.52
107423,2024-05-11,Office Supplies,Desk Organizer,West,2,584.44,1290.44
107424,2024-05-11,Apparel,Denim Jacket,Central,1,2218.11,1490.57
107425,2024-05-11,Electronics,Smartwatch,West,1,3702.6,5194.75
107426,2024-05-11,Office Supplies,Wireless Mouse,West,1,786.63,940.82
107427,2024-05-11,Electronics,Wireless Earbuds,East,1,2075.96,2082.19
107428,2024-05-11,Beauty & Personal Care,Hair Dryer,North,1,1541.13,1618.19
107429,2024-05-11,Office Supplies,Desk Organizer,South,1,640.79,768.95
107430,2024-05-11,Home & Kitchen,Vacuum Cleaner,West,1,5626.79,6729.65
107431,2024-05-11,Beauty & Personal Care,Electric Trimmer,Central,1,1039.37,756.66
107432,2024-05-11,Beauty & Personal Care,Sunscreen SPF50,South,2,422.34,1182.55
107433,2024-05-11,Beauty & Personal Care,Sunscreen SPF50,South,1,470.92,659.29
107434,2024-05-11,Beauty & Personal Care,Perfume,East,1,2343.9,2111.86
107435,2024-05-11,Apparel,Running Shoes,Central,3,3034.22,6881.61
107436,2024-05-11,Beauty & Personal Care,Perfume,South,1,2613.35,3462.69
107437,2024-05-11,Beauty & Personal Care,Hair Dryer,North,1,1482.38,1556.5
107438,2024-05-11,Beauty & Personal Care,Hair Dryer,South,1,1471.22,1839.03
107439,2024-05-11,Home & Kitchen,Coffee Maker,West,1,2527.18,3080.63
107440,2024-05-11,Office Supplies,Ergonomic Chair,South,1,7109.17,9952.83
107441,2024-05-11,Office Supplies,Ergonomic Chair,North,2,6986.17,16431.48
107442,2024-05-11,Electronics,Power Bank,South,1,858.64,1030.37
107443,2024-05-11,Home & Kitchen,Non-Stick Pan Set,East,1,1680.65,1428.56
107444,2024-05-12,Office Supplies,Desk Lamp,Central,1,1169.51,835.03
107445,2024-05-12,Apparel,Running Shoes,South,1,3023.53,4081.76
107446,2024-05-12,Office Supplies,Wireless Mouse,East,1,793.41,701.37
107447,2024-05-12,Apparel,Formal Shirt,West,1,836.05,903.77
107448,2024-05-12,Office Supplies,Wireless Mouse,South,1,743.94,967.12
107449,2024-05-12,Home & Kitchen,Coffee Maker,North,1,2301.19,2561.22
107450,2024-05-12,Electronics,Bluetooth Speaker,East,1,1514.38,1338.72
107451,2024-05-12,Apparel,Formal Shirt,East,1,921.62,736.37
107452,2024-05-12,Electronics,Smartwatch,Central,1,3301.82,2819.75
107453,2024-05-12,Electronics,Smartwatch,West,1,3417.25,4794.4
107454,2024-05-12,Home & Kitchen,Non-Stick Pan Set,South,1,1786.5,2233.12
107455,2024-05-12,Electronics,Smartwatch,Central,1,3261.11,2784.99
107456,2024-05-12,Electronics,Wireless Earbuds,West,1,1886.56,2560.06
107457,2024-05-12,Apparel,Hoodie,South,1,1266.99,1742.11
107458,2024-05-12,Beauty & Personal Care,Hair Dryer,North,1,1623.65,1704.83
107459,2024-05-12,Apparel,Denim Jacket,West,1,2198.02,2426.62
107460,2024-05-12,Home & Kitchen,Coffee Maker,West,1,2560.36,3121.08
107461,2024-05-12,Electronics,Laptop Stand,North,1,831.57,943.0
107462,2024-05-12,Office Supplies,Notebook Set,West,1,319.58,338.11
107463,2024-05-12,Electronics,Power Bank,Central,1,831.88,559.02
107464,2024-05-12,Apparel,Formal Shirt,North,1,933.27,921.14
107465,2024-05-12,Home & Kitchen,Air Fryer,East,1,3782.0,3729.05
107466,2024-05-12,Home & Kitchen,Vacuum Cleaner,West,1,6190.33,7403.63
107467,2024-05-12,Apparel,Hoodie,West,1,1305.35,1651.27
107468,2024-05-12,Electronics,Laptop Stand,East,1,800.21,734.59
107469,2024-05-12,Electronics,Laptop Stand,South,1,784.14,1058.59
107470,2024-05-12,Electronics,Power Bank,South,1,833.84,1000.61
107471,2024-05-12,Apparel,Hoodie,North,1,1315.83,1519.78
107472,2024-05-12,Home & Kitchen,Coffee Maker,South,1,2593.97,3437.02
107473,2024-05-12,Apparel,Formal Shirt,East,3,927.15,2222.37
107474,2024-05-12,Electronics,Power Bank,West,1,900.32,993.95
107475,2024-05-12,Office Supplies,Desk Organizer,West,1,622.05,686.74
107476,2024-05-12,Home & Kitchen,Air Fryer,East,1,3684.65,3633.07
107477,2024-05-12,Electronics,Laptop Stand,South,1,801.56,1082.11
107478,2024-05-12,Beauty & Personal Care,Face Serum,South,1,819.3,1228.94
107479,2024-05-12,Apparel,Running Shoes,South,1,3093.16,4175.77
107480,2024-05-12,Office Supplies,Wireless Mouse,West,1,833.78,997.2
107481,2024-05-12,Beauty & Personal Care,Perfume,North,1,2646.16,2945.18
107482,2024-05-12,Beauty & Personal Care,Sunscreen SPF50,South,1,429.71,601.6
107483,2024-05-12,Electronics,Power Bank,East,1,877.62,716.13
107484,2024-05-12,Apparel,Cotton T-Shirt,North,1,618.15,662.04
107485,2024-05-12,Office Supplies,Wireless Mouse,West,1,807.91,966.26
107486,2024-05-12,Beauty & Personal Care,Perfume,East,1,2564.07,2310.22
107487,2024-05-12,Electronics,Smartwatch,South,1,3453.47,5266.54
107488,2024-05-12,Electronics,Power Bank,East,1,870.36,710.22
107489,2024-05-12,Electronics,Bluetooth Speaker,Central,1,1529.56,1113.52
107490,2024-05-12,Home & Kitchen,Air Fryer,West,1,4075.97,5437.35
107491,2024-05-12,Electronics,Smartwatch,South,1,3462.26,5279.95
107492,2024-05-12,Office Supplies,Wireless Mouse,South,1,784.29,1019.58
107493,2024-05-12,Electronics,Bluetooth Speaker,South,2,1512.45,3932.36
107494,2024-05-12,Electronics,Wireless Earbuds,East,1,2126.8,2133.18
107495,2024-05-12,Apparel,Denim Jacket,East,1,2093.54,1708.33
107496,2024-05-12,Electronics,Bluetooth Speaker,North,1,1601.87,1749.24
107497,2024-05-12,Beauty & Personal Care,Sunscreen SPF50,North,2,417.93,982.98
107498,2024-05-12,Beauty & Personal Care,Hair Dryer,East,1,1496.35,1271.9
107499,2024-05-12,Office Supplies,Notebook Set,North,2,279.46,539.91
107500,2024-05-12,Electronics,Power Bank,South,1,916.99,1100.39
107501,2024-05-13,Apparel,Running Shoes,South,1,3195.03,4313.29
107502,2024-05-13,Home & Kitchen,Non-Stick Pan Set,South,1,1818.2,2272.75
107503,2024-05-13,Electronics,Smartwatch,West,1,3316.45,4652.98
107504,2024-05-13,Electronics,Bluetooth Speaker,West,2,1483.24,3547.91
107505,2024-05-13,Electronics,Smartwatch,West,1,3600.69,5051.77
107506,2024-05-13,Home & Kitchen,Blender,North,1,1708.23,1757.77
107507,2024-05-13,Electronics,Bluetooth Speaker,South,1,1410.32,1833.41
107508,2024-05-13,Office Supplies,Notebook Set,South,2,275.27,633.11
107509,2024-05-13,Electronics,Wireless Earbuds,South,1,1897.5,2798.82
107510,2024-05-13,Apparel,Running Shoes,East,2,2869.17,5267.79
107511,2024-05-13,Electronics,Wireless Earbuds,North,1,1965.94,2435.8
107512,2024-05-13,Home & Kitchen,Coffee Maker,South,1,2571.47,3407.2
107513,2024-05-13,Home & Kitchen,Air Fryer,West,1,3920.49,5229.94
107514,2024-05-13,Apparel,Denim Jacket,West,1,2203.78,2432.97
107515,2024-05-13,Apparel,Running Shoes,East,1,2812.17,2581.57
107516,2024-05-13,Home & Kitchen,Blender,South,1,1624.25,1989.71
107517,2024-05-13,Apparel,Running Shoes,West,1,3116.41,3870.58
107518,2024-05-13,Office Supplies,Wireless Mouse,West,1,770.63,921.67
107519,2024-05-13,Office Supplies,Ergonomic Chair,North,2,7361.51,17314.27
107520,2024-05-13,Office Supplies,Notebook Set,East,1,294.26,230.11
107521,2024-05-13,Beauty & Personal Care,Electric Trimmer,South,1,1078.34,1401.85
107522,2024-05-13,Home & Kitchen,Non-Stick Pan Set,South,1,1825.89,2282.37
107523,2024-05-13,Home & Kitchen,Vacuum Cleaner,West,1,5586.81,6681.82
107524,2024-05-13,Beauty & Personal Care,Sunscreen SPF50,East,1,479.6,456.58
107525,2024-05-13,Office Supplies,Notebook Set,East,1,322.1,251.88
107526,2024-05-13,Office Supplies,Ergonomic Chair,East,1,6669.83,6349.68
107527,2024-05-13,Apparel,Cotton T-Shirt,West,1,629.14,737.98
107528,2024-05-13,Home & Kitchen,Non-Stick Pan Set,North,2,1714.11,3599.63
107529,2024-05-13,Electronics,Laptop Stand,East,1,756.55,694.51
107530,2024-05-13,Beauty & Personal Care,Electric Trimmer,West,1,980.67,1172.88
107531,2024-05-13,Home & Kitchen,Coffee Maker,South,1,2453.73,3251.2
107532,2024-05-13,Home & Kitchen,Air Fryer,East,1,3917.92,3863.07
107533,2024-05-13,Electronics,Wireless Earbuds,West,1,2133.63,2895.33
107534,2024-05-13,Electronics,Wireless Earbuds,South,1,1934.65,2853.61
107535,2024-05-13,Office Supplies,Desk Lamp,South,1,1014.68,1293.72
107536,2024-05-13,Apparel,Running Shoes,South,1,3127.62,4222.29
107537,2024-05-13,Apparel,Hoodie,North,1,1346.97,1555.74
107538,2024-05-13,Electronics,Wireless Earbuds,North,2,2031.94,5035.14
107539,2024-05-13,Home & Kitchen,Blender,West,1,1495.98,1685.97
107540,2024-05-13,Home & Kitchen,Coffee Maker,South,1,2439.9,3232.87
107541,2024-05-13,Electronics,Bluetooth Speaker,North,1,1395.89,1524.31
107542,2024-05-13,Apparel,Formal Shirt,North,2,911.59,1799.47
107543,2024-05-13,Office Supplies,Ergonomic Chair,Central,1,7330.45,5747.07
107544,2024-05-13,Electronics,Smartwatch,East,1,3277.71,3398.98
107545,2024-05-13,Office Supplies,Wireless Mouse,South,1,861.72,1120.24
107546,2024-05-13,Office Supplies,Notebook Set,South,1,300.82,345.94
107547,2024-05-13,Home & Kitchen,Coffee Maker,East,2,2422.83,4365.94
107548,2024-05-13,Electronics,Smartwatch,East,2,3634.85,7538.68
107549,2024-05-13,Home & Kitchen,Blender,East,2,1559.98,2598.92
107550,2024-05-13,Electronics,Smartwatch,North,2,3313.24,8488.53
107551,2024-05-13,Home & Kitchen,Blender,Central,1,1472.19,1009.92
107552,2024-05-13,Electronics,Smartwatch,Central,1,3634.98,3104.27
107553,2024-05-13,Beauty & Personal Care,Perfume,North,1,2654.53,2954.49
107554,2024-05-13,Electronics,Power Bank,South,1,855.35,1026.42
107555,2024-05-13,Electronics,Bluetooth Speaker,North,3,1406.2,4606.73
107556,2024-05-13,Home & Kitchen,Air Fryer,South,1,3895.15,5647.97
107557,2024-05-14,Office Supplies,Notebook Set,West,1,310.97,329.0
107558,2024-05-14,Beauty & Personal Care,Electric Trimmer,Central,1,991.0,721.45
107559,2024-05-14,Home & Kitchen,Vacuum Cleaner,West,2,5612.72,13425.63
107560,2024-05-14,Apparel,Running Shoes,South,1,2908.39,3926.33
107561,2024-05-14,Beauty & Personal Care,Face Serum,North,1,809.41,1019.85
107562,2024-05-14,Beauty & Personal Care,Sunscreen SPF50,South,1,464.21,649.89
107563,2024-05-14,Home & Kitchen,Air Fryer,South,2,3887.81,11274.66
107564,2024-05-14,Electronics,Smartwatch,West,1,3699.01,5189.71
107565,2024-05-14,Electronics,Laptop Stand,West,1,796.77,989.59
